agreement_from,end_date,title,entity_code,person_indication,agreement,person,amount,other_party_of_agreement,start_date,description
Rašytinė,2012-06-08,ALEKSANDR TVERSKOJ,,Deklaruojantysis,Paskola (suteikta),KASTYTIS MASALSKAS,2655721,"Fiziniai asmenys, registruoti Lietuvoje",2008-12-08,PINIGAI
Rašytinė,,UAB AKSELERACIJA,302758089,Deklaruojantysis,Paskola (suteikta),KASTYTIS MASALSKAS,650000,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-10,PINIGAI
Rašytinė,,UAB AISTEKA,302496509,Deklaruojantysis,Paskola (suteikta),KASTYTIS MASALSKAS,400000,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-08,PINIGAI
Notarinė,,UAB STRATEGINIAI SPRENDIMAI,302305797,Deklaruojantysis,Preliminarioji sutartis,KASTYTIS MASALSKAS,2090000,"Juridiniai asmenys, registruoti Lietuvoje",2009-04-23,PINIGAI
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis,Paskola (gauta),VIRGINIJUS ANDRIUS BUKAUSKAS,40000,"Juridiniai asmenys, registruoti Lietuvoje",2011-02-01,PINIGAI
Rašytinė,2012-03-13,SAULIUS BERŽIS,,Deklaruojantysis,Rankpinigiai,KASTYTIS MASALSKAS,460000,"Fiziniai asmenys, registruoti Lietuvoje",2011-12-19,RANKPINIGIAI
Žodinė,2012-02-24,ALEKSANDR TVERSKOJ,,Deklaruojantysis,Kiti sandoriai,KASTYTIS MASALSKAS,2865000,"Fiziniai asmenys, registruoti Lietuvoje",2011-12-01,SUSITARIMAS
Rašytinė,,"UAB ""K F ALEKSANDRAS""",179271213,Deklaruojantysis,Pirkimas,VYTAUTAS KILČIAUSKAS,17900,"Juridiniai asmenys, registruoti Lietuvoje",2011-02-17,AUTOMOBILIS TOYOTA CV
Rašytinė,,"SWEDBANK, AB",,Deklaruojantysis,Kiti sandoriai,JOLANTA SOLNYŠKINIENĖ,20000,"Juridiniai asmenys, registruoti Lietuvoje",2011-10-24,ASMENINĖ KREDITINĖ LINIJA
Rašytinė,,"UAB ""KESTIDA""",300544414,Sutuoktinis,Pirkimas,VYTAUTAS KILČIAUSKAS,14800,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-09,AUTOMOBILIS TOTOTA YARIS
Notarinė,,"DNB BANKAS, AB",112029270,Deklaruojantysis ir sutuoktinis,Paskola (gauta),JOLANTA SOLNYŠKINIENĖ,390000,"Juridiniai asmenys, registruoti Lietuvoje",2004-11-05,BŪSTO PASKOLA
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis,Paskola (gauta),BIRUTĖ BOREIKINA,13000,"Juridiniai asmenys, registruoti Lietuvoje",1994-10-10,PASKOLA (GAUTA)
Rašytinė,,UAB VIPREKA,184766080,Deklaruojantysis,Paskola (suteikta),VIRGINIJUS VARANAVIČIUS,20000,"Juridiniai asmenys, registruoti Lietuvoje",2011-06-20,SUTEIKTA PASKOLA
Rašytinė,,"IĮ ""TOTALAS""",140676845,Deklaruojantysis,Paskola (suteikta),BIRUTĖ BOREIKINA,244754,"Juridiniai asmenys, registruoti Lietuvoje",2002-05-01,PASKOLA (SUTEIKTA)
Rašytinė,,NORDEA BANKAS LIETUVOS FILIALAS,,Deklaruojantysis,Paskola (gauta),JUOZAS GIRČYS,165092,"Juridiniai asmenys, registruoti Lietuvoje",2008-05-29,GAUTA PASKOLA
Rašytinė,,"JURĖNIENĖ EUGENIJA-AGA, JURĖNAS VYTAUTAS",,Sutuoktinis,Kiti sandoriai,JUOZAS GIRČYS,210000,"Fiziniai asmenys, registruoti Lietuvoje",2011-09-09,PALIKIMAS
Rašytinė,,TEO LT,,Deklaruojantysis,Vertybinių popierių sandoriai,ALINA GOREVAJA,60060,"Juridiniai asmenys, registruoti Lietuvoje",1999-06-16,TEO LT AKCIJOS
Rašytinė,2012-05-28,CSC DEUTSCHLAND SOLUTIONS GMBH,,Sutuoktinis,Pirkimas,ARŪNAS BACEVIČIUS,25000,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2012-05-28,AUTOMOBILIS
Rašytinė,2012-01-07,"UAB ""VITEDIS""IR KO",,Deklaruojantysis,Pirkimas,EDGARAS KUTURYS,22000,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-07,AUTOMOBILIS
Rašytinė,,AB SWEDBANK,112029651,Deklaruojantysis ir sutuoktinis,Paskola (gauta),AIDAS MIKĖNAS,65000,"Juridiniai asmenys, registruoti Lietuvoje",2007-10-17,VARTOJAMOJI PASKOLA
Rašytinė,2010-10-04,"UAB ""BE E LT""",302535339,Deklaruojantysis,Paskola (suteikta),ARŪNAS JUŠKA,35000,"Juridiniai asmenys, registruoti Lietuvoje",2010-10-04,SUTEIKTA PASKOLA
Rašytinė,2010-11-24,"UAB ""BE E LT""",302535339,Deklaruojantysis,Paskola (suteikta),ARŪNAS JUŠKA,30000,"Juridiniai asmenys, registruoti Lietuvoje",2010-11-24,SUTEIKTA PASKOLA
Rašytinė,2011-03-14,"UAB ""BE E LT""",302535339,Deklaruojantysis,Paskola (suteikta),ARŪNAS JUŠKA,25000,"Juridiniai asmenys, registruoti Lietuvoje",2011-03-14,SUTEIKTA PASKOLA
Rašytinė,,SWEDBANK,,Deklaruojantysis,Paskola (gauta),LINAS ŠALNA,60000,"Juridiniai asmenys, registruoti Lietuvoje",2012-08-08,PASKOLA
Rašytinė,,AB SEB VILNIAUS BANKAS,,Sutuoktinis,Paskola (gauta),VIRGILIJUS PETRAS MATULA,260000,"Juridiniai asmenys, registruoti Lietuvoje",2006-10-12,"KREDITAS ASMENINIO ŪKINIO PASTATO REKONSTRUKCIJAI, BEI KITIEMS ŠEIM"
Kita,,MARIJA ELENA KILIKEVIČIŪTĖ,,Deklaruojantysis,"Gauta dovana (išskyrus artimų asmenų dovanas), jeigu jos vertė didesnė negu 500 Lt",TAUTRIMAS JANUŠEVIČIUS,1000,"Fiziniai asmenys, registruoti Lietuvoje",2012-07-09,DOVANA
Rašytinė,,AB ŠIAULIŲ BANKAS,112025254,Deklaruojantysis,Indėlis,ŽILVINAS MACIJAUSKAS,77320,"Juridiniai asmenys, registruoti Lietuvoje",2011-11-21,SANDORIO OBJEKTAS - PINIGAI
Rašytinė,,AB ŠIAULIŲ BANKAS,112025254,Deklaruojantysis,Indėlis,ŽILVINAS MACIJAUSKAS,71982,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-20,SANDORIO OBJEKTAS - PINIGAI
Rašytinė,,AB ŠIAULIŲ BANKAS,112025254,Sutuoktinis,Indėlis,ŽILVINAS MACIJAUSKAS,92522,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-20,SANDORIO OBJEKTAS - PINIGAI
Notarinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),SIGITAS MARTINAVIČIUS,276560,"Juridiniai asmenys, registruoti Lietuvoje",2006-03-07,PINIGAI
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Draudimas,SIGITAS MARTINAVIČIUS,31500,"Juridiniai asmenys, registruoti Lietuvoje",2003-10-17,DRAUDIMAS
Kita,,UAB MINATECH,135293838,Deklaruojantysis,Paskola (suteikta),VAIDAS REPEČKA,100477,"Juridiniai asmenys, registruoti Lietuvoje",1999-01-29,PASKOLA APYVARTINEMS LESOMS
Rašytinė,2045-09-01,AB SEB BANKAS,,Deklaruojantysis,Paskola (gauta),VAIDAS REPEČKA,267713,"Juridiniai asmenys, registruoti Lietuvoje",2005-09-01,BUSTO PASKOLA
Rašytinė,,SWEDBANKAS,112029651,Deklaruojantysis ir sutuoktinis,Paskola (gauta),SAULIUS VAIKŠNORAS,133000,"Juridiniai asmenys, registruoti Lietuvoje",2007-04-25,PASKOLA
Rašytinė,2045-09-01,AB SEB BANKAS,,Deklaruojantysis,Paskola (gauta),VAIDAS REPEČKA,82039,"Juridiniai asmenys, registruoti Lietuvoje",2005-09-01,BUSTO PASKOLA
Rašytinė,2014-07-10,KAUNO ARKIVYSKUPIJOS KREDITO UNIJA,112043658,Deklaruojantysis,Paskola (gauta),VAIDAS REPEČKA,30002,"Juridiniai asmenys, registruoti Lietuvoje",2009-07-22,PASKOLA PROJEKTU APYVARTINEMS LESOMS
Rašytinė,,SEB VILNIAUS BANKAS,112021238,Deklaruojantysis ir sutuoktinis,Paskola (gauta),SAULIUS VAIKŠNORAS,90000,"Juridiniai asmenys, registruoti Lietuvoje",2008-09-12,PASKOLA
Rašytinė,,AB DANSKE BANKAS,301694694,Deklaruojantysis,Paskola (gauta),GINTARAS DRUČKUS,190000,"Juridiniai asmenys, registruoti Lietuvoje",2006-09-14,BŪSTO KREDITAS
Rašytinė,2028-12-01,"GRAZER WECHSELSEITIGE VERSICHERUNG AKTIENGESELLSCHAFT, AUSTRIJA",,Deklaruojantysis,Draudimas,IRENA MALINAUSKIENĖ,82756,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2009-12-01,GYVYBĖS DRAUDIMAS
Rašytinė,,ALGIMANTAS VAIKŠNORA,,Deklaruojantysis,Paskola (gauta),BIRUTĖ VAIKŠNORAITĖ,45000,"Fiziniai asmenys, registruoti Lietuvoje",2003-01-20,PINIGAI
Žodinė,,VYTAUTAS VAIKŠNORA,,Deklaruojantysis,Paskola (suteikta),BIRUTĖ VAIKŠNORAITĖ,94000,"Fiziniai asmenys, registruoti Lietuvoje",2006-01-01,PINIGAI
Notarinė,2022-08-10,"AB ""SWEDBANKAS""",112029651,Deklaruojantysis,Paskola (gauta),RYTIS SALADŽIUS,59000,"Juridiniai asmenys, registruoti Lietuvoje",2005-01-13,PASKOLA BUTUI
Rašytinė,,AB BANKAS SNORAS,,Deklaruojantysis,Vertybinių popierių sandoriai,ARTŪRAS RATKUS,24169,"Juridiniai asmenys, registruoti Lietuvoje",2011-10-28,OBLIGACIJŲ PASIRAŠYMO SUTARTIS
Rašytinė,,BANKAS DNB NORD,112029270,Deklaruojantysis,Paskola (gauta),STASYS BRUNDZA,9877839,"Juridiniai asmenys, registruoti Lietuvoje",2007-09-17,PASKOLA
Rašytinė,,DANSKE BANKAS,,Deklaruojantysis,Indėlis,VALDAS VASILIAUSKAS,37294,"Juridiniai asmenys, registruoti Lietuvoje",2009-01-01,TERMINUOTAS INDĖLIS
Rašytinė,,ŪKIO BANKAS,112020136,Deklaruojantysis,Indėlis,VALDAS VASILIAUSKAS,233516,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-01,TERMINUOTAS INDĖLIS
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Indėlis,POVILAS GYLYS,73889,"Juridiniai asmenys, registruoti Lietuvoje",2004-01-01,INDĖLIS
Rašytinė,2014-03-20,SWEDBANKAS,,Deklaruojantysis,Indėlis,GINTARAS ALEKNONIS,36500,"Juridiniai asmenys, registruoti Lietuvoje",2011-10-31,TERMINUOTAS INDELIS
Rašytinė,,BANKAS NORDEA,112025592,Deklaruojantysis,Indėlis,VALDAS VASILIAUSKAS,534665,"Juridiniai asmenys, registruoti Lietuvoje",2010-12-20,TERMINUOTAS INDĖLIS
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Indėlis,VALDAS VASILIAUSKAS,49875,"Juridiniai asmenys, registruoti Lietuvoje",2011-03-13,TERMINUOTAS INDĖLIS
Rašytinė,,AB SWEDBANK,112029651,Deklaruojantysis,Indėlis,POVILAS GYLYS,23762,"Juridiniai asmenys, registruoti Lietuvoje",2008-01-01,INDĖLIS
Rašytinė,2013-02-20,DNB BANKAS,,Deklaruojantysis,Indėlis,GINTARAS ALEKNONIS,24558,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-07,TERMINUOTAS INDELIS DNB BANKE
Rašytinė,2018-03-20,DNB BANKAS,,Deklaruojantysis,Indėlis,GINTARAS ALEKNONIS,41523,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-20,INDĖLIS DNB BANKE
Rašytinė,2016-03-20,SWEDBANKAS,,Sutuoktinis,Indėlis,GINTARAS ALEKNONIS,42818,"Juridiniai asmenys, registruoti Lietuvoje",2012-02-20,INDĖLIS SWEDBANKE
Notarinė,,DANGUOLĖ MILEIKIENĖ,,Deklaruojantysis,Pirkimas,ROBERTAS RAIMUNDAS IŠGANAITIS,20000,"Fiziniai asmenys, registruoti Lietuvoje",2011-09-27,ŽENĖS SKLYPO PIRKIMAS
Notarinė,,REGINA JANČAITIENĖ,,Deklaruojantysis,Pardavimas,ROBERTAS RAIMUNDAS IŠGANAITIS,10000,"Fiziniai asmenys, registruoti Lietuvoje",2011-09-12,"ŽEMĖS SKLYPO, PASTATŲ-GYVENAMOJO NAMO IR ŪKINIŲ PASTATŲ PARDAVIMAS"
Rašytinė,2014-08-18,AB DNB NORD BANKAS,,Deklaruojantysis,Paskola (gauta),ROBERTAS RAIMUNDAS IŠGANAITIS,23040,"Fiziniai asmenys, registruoti Lietuvoje",2011-09-28,VARTOJIMO KREDITAS VARTOJIMO REIKMĖMS
Rašytinė,2038-05-27,AB SEB BANKAS,,Deklaruojantysis,Paskola (gauta),SAULIUS GIRDAUSKAS,756939,"Juridiniai asmenys, registruoti Lietuvoje",2004-06-17,GYVENAMOJO BUSTO PASKOLA
Notarinė,2014-09-14,VANDA GIRDAUSKIENE,,Deklaruojantysis ir sutuoktinis,Išsimokėtinas pardavimas,SAULIUS GIRDAUSKAS,400000,"Fiziniai asmenys, registruoti Lietuvoje",2011-09-14,GYVENAMOJO BUTO PARDAVIMAS
Notarinė,2011-09-15,JADVYGA AUDRONĖ SAVICKIENĖ,,Deklaruojantysis ir sutuoktinis,Pardavimas,GENOVEITA KRASAUSKIENĖ,17000,"Fiziniai asmenys, registruoti Lietuvoje",2011-09-15,NEGYVENAMA PATALPA - GARAŽAS
Rašytinė,,JONAS PAUNKSNYS,,Deklaruojantysis,Paskola (suteikta),IVETA SLABOŠEVIČIŪTĖ,15000,"Fiziniai asmenys, registruoti Lietuvoje",2011-04-01,SUTEIKTA PASKOLA
Rašytinė,,HANSA GYVYBĖS DRAUDIMAS,,Deklaruojantysis,Draudimas,RIMANTAS TROTA,20000,"Juridiniai asmenys, registruoti Lietuvoje",2007-04-26,PINIGAI
Rašytinė,2012-01-17,"UAB ""GREITUVA""",124202260,Deklaruojantysis,Pirkimas,MINGAILĖ BINKAUSKAITĖ,14500,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-17,LENGVOJO AUTOMOBILIO PIRKIMAS
Rašytinė,,HANSA GYVYBĖS DRAUDIMAS,,Deklaruojantysis,Draudimas,RIMANTAS TROTA,37466,"Juridiniai asmenys, registruoti Lietuvoje",2001-03-01,PINIGAI
Notarinė,,LAIMONAS TROTA,,Deklaruojantysis,Kiti sandoriai,RIMANTAS TROTA,97000,"Fiziniai asmenys, registruoti Lietuvoje",2012-05-08,"DOVANOJAMAS BŪTAS, KURIAME GYVENA NUO 2005M"
Notarinė,,JANINA TROTIENĖ PO MIRTIES PALIKIMAS,,Deklaruojantysis,Kiti sandoriai,RIMANTAS TROTA,12000,"Fiziniai asmenys, registruoti Lietuvoje",2012-06-08,"PALIKIMAS - PASTATAI, DALIS ŽEMĖS VALDOS"
Rašytinė,,AB SWEDBANK,,Deklaruojantysis,Paskola (gauta),VYTAUTAS LIEPA,13790,"Juridiniai asmenys, registruoti Lietuvoje",2010-08-06,PINIGAI
Rašytinė,,ROMUALDAS STANKEVIČIUS,,Deklaruojantysis,Paskola (gauta),SAULIUS STANKEVIČIUS,200000,"Fiziniai asmenys, registruoti Lietuvoje",2009-08-28,PINIGAI
Rašytinė,,ALGIMANTAS BERTULIS,,Deklaruojantysis,Paskola (suteikta),SAULIUS STANKEVIČIUS,42400,"Fiziniai asmenys, registruoti Lietuvoje",2010-04-05,PINIGAI
Rašytinė,,UAB SAULIAUS TRANSPORTO SISTEMOS,,Deklaruojantysis,Paskola (suteikta),SAULIUS STANKEVIČIUS,100000,"Juridiniai asmenys, registruoti Lietuvoje",2008-01-25,PINIGAI
Rašytinė,,UAB SAULIAUS TRANSPORTO SISTEMOS,,Deklaruojantysis,Paskola (suteikta),SAULIUS STANKEVIČIUS,96000,"Juridiniai asmenys, registruoti Lietuvoje",2010-03-02,PINIGAI
Rašytinė,,UAB ŠILUTĖS LOMBARDAS,,Deklaruojantysis,Paskola (suteikta),SAULIUS STANKEVIČIUS,59338,"Juridiniai asmenys, registruoti Lietuvoje",2010-09-05,PINIGAI
Rašytinė,,UAB SAULIAUS TRANSPORTO SISTEMOS,,Sutuoktinis,Paskola (suteikta),SAULIUS STANKEVIČIUS,120000,"Juridiniai asmenys, registruoti Lietuvoje",2008-01-10,PINIGAI
Rašytinė,,UAB SAULIAUS TRANSPORTO SISTEMOS,,Sutuoktinis,Paskola (suteikta),SAULIUS STANKEVIČIUS,30000,"Juridiniai asmenys, registruoti Lietuvoje",2011-06-14,PINIGAI
Rašytinė,,UAB SAULIAUS TRANSPORTO SISTEMOS,,Sutuoktinis,Paskola (suteikta),SAULIUS STANKEVIČIUS,50000,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-31,PINIGAI
Notarinė,,"SWEDBANK, AB",112029651,Deklaruojantysis,Paskola (gauta),BENAS RENATAS BALTUSIS,160000,"Juridiniai asmenys, registruoti Lietuvoje",2007-04-10,PASKOLA PINIGAIS
Notarinė,,"SWEDBAK, AB",112029651,Deklaruojantysis,Paskola (suteikta),BENAS RENATAS BALTUSIS,280000,"Juridiniai asmenys, registruoti Lietuvoje",2001-09-25,PASKOLA PINIGAIS
Rašytinė,,"""SWEDBANK"", AB",112029651,Sutuoktinis,Indėlis,VALDEMAR TOMAŠEVSKI,38400,"Juridiniai asmenys, registruoti Lietuvoje",2009-02-20,PINIGAI
Rašytinė,,"""SWEDBANK"", AB",112029651,Sutuoktinis,Indėlis,VALDEMAR TOMAŠEVSKI,16800,"Juridiniai asmenys, registruoti Lietuvoje",2005-12-15,PINIGAI
Rašytinė,,"UAB ""ALATON""",125024387,Deklaruojantysis,Nuoma,ARTŪRAS ZUOKAS,84000,"Juridiniai asmenys, registruoti Lietuvoje",2003-11-30,PATALPŲ NUOMA
Rašytinė,,"""SWEDBANK"", AB",112029651,Sutuoktinis,Indėlis,VALDEMAR TOMAŠEVSKI,24300,"Juridiniai asmenys, registruoti Lietuvoje",2005-12-15,PINIGAI
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),ARTŪRAS ZUOKAS,500842,"Juridiniai asmenys, registruoti Lietuvoje",2003-12-11,PINIGAI
Rašytinė,,NORDEA BANK FINLAND PLC LIETUVA,112025592,Deklaruojantysis,Paskola (gauta),ARTŪRAS ZUOKAS,1199999,"Juridiniai asmenys, registruoti Lietuvoje",2007-12-29,PINIGAI
Notarinė,,VALENTINA KANUSEVIČ,,Deklaruojantysis ir sutuoktinis,Pirkimas,VALDEMAR TOMAŠEVSKI,170000,"Fiziniai asmenys, registruoti Lietuvoje",2011-12-19,PINIGAI
Rašytinė,,"UAB ""BNA GRUPĖ""",122621982,Deklaruojantysis,Paskola (suteikta),ARTŪRAS ZUOKAS,1100488,"Juridiniai asmenys, registruoti Lietuvoje",2007-07-20,PINIGAI
Žodinė,,ARVYDAS ŽARSKAS,,Deklaruojantysis,Paskola (suteikta),ARTŪRAS ZUOKAS,130000,"Fiziniai asmenys, registruoti Lietuvoje",2009-10-12,PINIGAI
Rašytinė,,UŽDAROJI AKCINĖ BENDROVĖ MEDICINOS BANKAS,112027077,Deklaruojantysis,Indėlis,BOGOSLAVA JUREVIČ,10374,"Juridiniai asmenys, registruoti Lietuvoje",2011-02-09,PINIGAI
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis ir sutuoktinis,Paskola (gauta),HONORATA ŠAPELIENĖ,20000,"Juridiniai asmenys, registruoti Lietuvoje",2011-06-23,PINIGAI
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis ir sutuoktinis,Paskola (gauta),HONORATA ŠAPELIENĖ,30000,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-17,PINIGAI
Rašytinė,,"UAB ""BALTIC MOTOR TRADE""",302553344,Deklaruojantysis,Pirkimas,VIOLETA DUDUTIENĖ,14000,"Juridiniai asmenys, registruoti Lietuvoje",2012-02-02,AUTOMOBILIS
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis ir sutuoktinis,Paskola (gauta),BOŽENA KLIMENIUK,40000,"Juridiniai asmenys, registruoti Lietuvoje",2002-10-28,PINIGAI
Rašytinė,2012-08-17,AB DNB BANKAS,112029270,Deklaruojantysis,Paskola (gauta),JULITA MEŠKUTAVIČIŪTĖ,38942,"Juridiniai asmenys, registruoti Lietuvoje",2011-08-18,PINIGAI
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Indėlis,RIČARDAS JANKAUSKAS,30000,"Juridiniai asmenys, registruoti Lietuvoje",2007-03-12,PINIGAI
Rašytinė,,"UAB ""EREM CARGO""",301114732,Sutuoktinis,Pirkimas,GRAŽINA BASLYK,10164,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-03,KROVININIS AUTOMOBILIS
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Indėlis,GALINA ZACIŠKO,11000,"Juridiniai asmenys, registruoti Lietuvoje",2009-07-20,PINIGAI
Rašytinė,,AKCINĖ BENDROVĖ ŠIAULIŲ BANKAS,112025254,Deklaruojantysis,Indėlis,GALINA ZACIŠKO,13950,"Juridiniai asmenys, registruoti Lietuvoje",2011-07-04,PINIGAI
Notarinė,,VALĖ JATKIALIENĖ,,Deklaruojantysis,Pardavimas,DAINA URBANAVIČIENĖ,15000,"Fiziniai asmenys, registruoti Lietuvoje",2012-05-11,NEGYVENAMOJI PATALPA - GARAŽAS
Rašytinė,,"SWEDBANK, AB",112029651,Sutuoktinis,Paskola (gauta),DAINA URBANAVIČIENĖ,510000,"Juridiniai asmenys, registruoti Lietuvoje",2012-07-17,PASKOLA PINIGAIS
Notarinė,,ANTANAS RIMKUS,,Deklaruojantysis ir sutuoktinis,Pirkimas,NERIJUS DUNAUSKAS,500000,"Fiziniai asmenys, registruoti Lietuvoje",2012-07-16,NEKILNOJAMO TURTO PIRKIMAS
Notarinė,,AB SWEDBANK,112029651,Deklaruojantysis ir sutuoktinis,Paskola (gauta),NERIJUS DUNAUSKAS,500000,"Juridiniai asmenys, registruoti Lietuvoje",2012-07-17,PASKOLA PINIGAIS
Notarinė,,DANSKE BANKA/S LIETUVOS FILAILAS,301694694,Deklaruojantysis ir sutuoktinis,Paskola (gauta),NERIJUS DUNAUSKAS,515000,"Juridiniai asmenys, registruoti Lietuvoje",2007-12-08,PASKOLA PINIGAIS
Notarinė,,ŪKIO BANKO LIZINGAS VILNIAUS ATSTOVYBĖ,125271380,Deklaruojantysis ir sutuoktinis,Paskola (gauta),NERIJUS DUNAUSKAS,25000,"Juridiniai asmenys, registruoti Lietuvoje",2008-04-15,PASKOLA PINIGAIS
Rašytinė,,AB SWEDBANK,112029651,Sutuoktinis,Paskola (gauta),VIKTOR MARCINKEVIČ,50000,"Juridiniai asmenys, registruoti Lietuvoje",2011-04-12,VARTOJIMO PASKOLA NAMO REMONTUI
Notarinė,,LIDIJA DOROFEJEVA,,Deklaruojantysis ir sutuoktinis,Pirkimas,IVONA ROMANOVSKA,59000,"Fiziniai asmenys, registruoti Lietuvoje",2012-03-07,2/3 BUTO
Rašytinė,,"""SWEDBANK"", AB",112029651,Deklaruojantysis,Paskola (gauta),HENRICH PEŠKO,180000,"Juridiniai asmenys, registruoti Lietuvoje",2005-07-11,PINIGAI
Notarinė,,STATYBOS MONTAVIMO DARBAI,182817932,Deklaruojantysis ir sutuoktinis,Pirkimas,EDYTA RUD,203000,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-12,"BUTAS MINDAUGO G. 44-49, VILNIUS M."
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis ir sutuoktinis,Paskola (gauta),EDYTA RUD,90000,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-27,KREDITAS BUTO PIRKIMUI
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis ir sutuoktinis,Paskola (gauta),TERESA ANDRUŠKEVIČ,249588,"Juridiniai asmenys, registruoti Lietuvoje",2008-05-22,PINIGAI
Rašytinė,,IGNALINOS KREDITO UNIJA,110088042,Deklaruojantysis ir sutuoktinis,Paskola (gauta),EDVARD VORŠINSKI,40000,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-23,PINIGAI
Notarinė,,"„SWEDBANK“, AB",112029651,Deklaruojantysis,Paskola (gauta),VALERIJUS JAGLINSKI,124201,"Juridiniai asmenys, registruoti Lietuvoje",2004-07-15,BŪSTO PASKOLA
Rašytinė,,IGNALINOS KREDITO UNIJA,110088042,Deklaruojantysis,Indėlis,ANDRIUS ŠARĖJUS,45000,"Juridiniai asmenys, registruoti Lietuvoje",2012-08-13,PINIGAI
Rašytinė,,"UAB ""GELGOTOS TRANSPORTAS""",300016057,Sutuoktinis,Pirkimas,EDITA ŠIŠKO,24442,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-12,AUTOMOBILIS
Notarinė,,ONA KRIAUČIŪNIENĖ,,Deklaruojantysis,"Gauta dovana (išskyrus artimų asmenų dovanas), jeigu jos vertė didesnė negu 500 Lt",VIRGINIJA NAŠLĖNIENĖ,138780,"Fiziniai asmenys, registruoti Lietuvoje",2011-06-08,ŽEMĖS SKLYPO DOVANOJIMO SUTARTIS
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis,Paskola (gauta),RIMAS STANKŪNAS,48000,"Juridiniai asmenys, registruoti Lietuvoje",2002-01-10,PASKOLA PINIGAIS
Rašytinė,2013-08-21,AB DNB BANKAS,112029270,Deklaruojantysis ir sutuoktinis,Vertybinių popierių sandoriai,JUOZAS JANKEVIČIUS,29979,"Juridiniai asmenys, registruoti Lietuvoje",2012-08-21,LRV TAUPYMO LAKŠTŲ ĮSIGIJIMO SUTARTIS
Rašytinė,2012-08-27,"UAB ""AUTOKRATAS""",302569779,Sutuoktinis,Pirkimas,AURIMAS MILKAUSKAS,17500,"Juridiniai asmenys, registruoti Lietuvoje",2011-08-27,AUTOMOBILIO ĮSIGIJIMAS
Notarinė,,PASKOLA BUSTUI ISIGUTI.,123051535,Deklaruojantysis,Paskola (gauta),AUDRIUS GOŠTAUTAS,150000,"Juridiniai asmenys, registruoti Lietuvoje",2008-01-04,BUSTO ISIGIJAIMAS
Rašytinė,,SUTEIKTA PINIGINE PASKOLA,,Deklaruojantysis,Paskola (suteikta),AUDRIUS GOŠTAUTAS,120000,"Fiziniai asmenys, registruoti Lietuvoje",2005-11-15,PASKOLA SUMOJE 120000
Rašytinė,,EDITA SAMULEVIČIŪTĖ,,Sutuoktinis,Paskola (suteikta),VITALIJA ŠIMKIENĖ,180000,"Fiziniai asmenys, registruoti Lietuvoje",2009-10-25,PINIGAI
Rašytinė,,"UAB ""ŠVAROS PIRAMIDĖ""",145420718,Sutuoktinis,Paskola (suteikta),VITALIJA ŠIMKIENĖ,44000,"Juridiniai asmenys, registruoti Lietuvoje",2009-12-01,PINIGAI
Notarinė,,"AB ""CITADELE"" BANKAS",112021619,Deklaruojantysis ir sutuoktinis,Paskola (gauta),VITALIJA ŠIMKIENĖ,92749,"Juridiniai asmenys, registruoti Lietuvoje",2007-06-18,PINIGAI
Notarinė,,"AB ""CITADELE"" BANKAS",112021619,Deklaruojantysis ir sutuoktinis,Paskola (gauta),VITALIJA ŠIMKIENĖ,549075,"Juridiniai asmenys, registruoti Lietuvoje",2007-06-18,PINIGAI
